#{"t_start": 1753683632.3801727, "env_id": "None"}
r,l,t
1.0,1,2.532428
5.0,1,2.534646
5.0,1,2.535035
6.0,1,2.535428
5.0,1,2.535802
5.0,1,2.538043
4.0,1,2.538279
5.0,1,2.538677
5.0,1,2.539048
5.0,1,2.541263
5.0,1,2.541686
5.0,1,2.542058
10.0,1,2.542452
5.0,1,2.544703
5.0,1,2.545098
5.0,1,2.545491
10.0,1,2.54587
5.0,1,2.548083
5.0,1,2.548505
5.0,1,2.548883
5.0,1,2.54925
5.0,1,2.551552
5.0,1,2.551968
5.0,1,2.552391
5.0,1,2.552781
10.0,1,2.555019
5.0,1,2.555433
5.0,1,2.55581
5.0,1,2.556176
2.0,1,2.55826
6.0,1,2.558684
5.0,1,2.559078
6.0,1,2.559462
2.0,1,2.561549
5.0,1,2.561972
6.0,1,2.562368
1.0,1,2.562588
5.0,1,2.564816
10.0,1,2.565208
5.0,1,2.565598
6.0,1,2.565968
5.0,1,2.568198
1.0,1,2.568461
5.0,1,2.568835
5.0,1,2.5692
5.0,1,2.571447
7.0,1,2.571843
6.0,1,2.572222
4.0,1,2.572621
5.0,1,2.574836
5.0,1,2.575234
5.0,1,2.575643
5.0,1,2.576022
5.0,1,2.578232
5.0,1,2.578655
5.0,1,2.579039
6.0,1,2.579425
5.0,1,2.581667
6.0,1,2.582062
5.0,1,2.582461
10.0,1,2.582832
5.0,1,2.58506
5.0,1,2.58547
5.0,1,2.585845
5.0,1,2.586212
6.0,1,2.58847
5.0,1,2.588876
6.0,1,2.58909
10.0,1,2.589475
10.0,1,2.591737
10.0,1,2.592139
-11.0,1,2.592387
5.0,1,2.592759
10.0,1,2.594992
5.0,1,2.595423
5.0,1,2.595804
4.0,1,2.59617
4.0,1,2.598431
10.0,1,2.598823
6.0,1,2.599051
5.0,1,2.59944
6.0,1,2.60169
10.0,1,2.602081
5.0,1,2.602471
5.0,1,2.60284
4.0,1,2.605091
5.0,1,2.60552
5.0,1,2.605922
5.0,1,2.606286
6.0,1,2.608551
5.0,1,2.608954
5.0,1,2.609324
6.0,1,2.609715
5.0,1,2.611948
4.0,1,2.612186
10.0,1,2.612584
4.0,1,2.61296
10.0,1,2.6152
5.0,1,2.615623
5.0,1,2.616
5.0,1,2.616391
10.0,1,2.618626
5.0,1,2.619029
10.0,1,2.619422
5.0,1,2.619795
5.0,1,2.622066
5.0,1,2.622489
6.0,1,2.622872
3.0,1,2.623102
10.0,1,2.625309
6.0,1,2.625723
10.0,1,2.626101
5.0,1,2.626497
5.0,1,2.628741
5.0,1,2.62914
10.0,1,2.629532
10.0,1,2.629909
5.0,1,2.632137
5.0,1,2.63256
5.0,1,2.632937
10.0,1,2.633305
4.0,1,2.635553
6.0,1,2.635944
5.0,1,2.636313
5.0,1,2.636709
5.0,1,2.638973
6.0,1,2.639394
5.0,1,2.639774
5.0,1,2.640147
10.0,1,2.642404
5.0,1,2.642806
5.0,1,2.643024
5.0,1,2.643402
10.0,1,2.645639
5.0,1,2.646032
5.0,1,2.646437
5.0,1,2.646811
5.0,1,2.649041
5.0,1,2.649465
5.0,1,2.649849
5.0,1,2.650211
5.0,1,2.652546
6.0,1,2.652952
10.0,1,2.653319
1.0,1,2.653551
6.0,1,2.655776
5.0,1,2.656168
5.0,1,2.656574
5.0,1,2.65695
6.0,1,2.659194
5.0,1,2.65961
5.0,1,2.659985
5.0,1,2.660385
5.0,1,2.662621
5.0,1,2.663013
5.0,1,2.663405
5.0,1,2.66377
5.0,1,2.666013
10.0,1,2.666438
5.0,1,2.66682
10.0,1,2.667207
10.0,1,2.669305
5.0,1,2.669732
4.0,1,2.670117
5.0,1,2.670527
10.0,1,2.672804
5.0,1,2.673197
5.0,1,2.673592
6.0,1,2.673963
5.0,1,2.676188
5.0,1,2.676611
5.0,1,2.676983
6.0,1,2.677372
5.0,1,2.679602
4.0,1,2.679997
6.0,1,2.680412
4.0,1,2.680632
5.0,1,2.68283
4.0,1,2.68322
10.0,1,2.683613
10.0,1,2.683828
10.0,1,2.686064
4.0,1,2.686482
6.0,1,2.686863
6.0,1,2.687227
5.0,1,2.689476
5.0,1,2.689869
6.0,1,2.690247
5.0,1,2.69065
4.0,1,2.692869
5.0,1,2.69326
5.0,1,2.693655
4.0,1,2.694039
5.0,1,2.696268
5.0,1,2.696694
5.0,1,2.697071
10.0,1,2.697457
10.0,1,2.699683
5.0,1,2.700077
5.0,1,2.700518
5.0,1,2.700889
5.0,1,2.703094
5.0,1,2.703507
5.0,1,2.703882
6.0,1,2.704243
5.0,1,2.706506
3.0,1,2.706741
5.0,1,2.707103
5.0,1,2.707492
5.0,1,2.709716
5.0,1,2.710118
4.0,1,2.710524
4.0,1,2.710898
10.0,1,2.713102
5.0,1,2.713562
5.0,1,2.713948
5.0,1,2.714323
5.0,1,2.716605
5.0,1,2.717001
5.0,1,2.717389
6.0,1,2.717761
5.0,1,2.720006
5.0,1,2.72044
10.0,1,2.72082
5.0,1,2.721189
5.0,1,2.72344
5.0,1,2.723832
5.0,1,2.724202
5.0,1,2.724601
5.0,1,2.726814
5.0,1,2.727049
4.0,1,2.727433
10.0,1,2.727812
5.0,1,2.730062
5.0,1,2.730489
10.0,1,2.730868
5.0,1,2.731229
10.0,1,2.733512
3.0,1,2.733748
5.0,1,2.734113
5.0,1,2.734516
5.0,1,2.736598
5.0,1,2.736991
5.0,1,2.737382
5.0,1,2.737756
5.0,1,2.740268
5.0,1,2.740696
10.0,1,2.741077
6.0,1,2.741463
5.0,1,2.743689
5.0,1,2.744084
6.0,1,2.744483
6.0,1,2.744857
10.0,1,2.747089
5.0,1,2.747504
5.0,1,2.747891
5.0,1,2.748257
1.0,1,2.750399
10.0,1,2.750793
5.0,1,2.751162
5.0,1,2.751548
5.0,1,2.753764
5.0,1,2.754166
4.0,1,2.75456
5.0,1,2.754929
10.0,1,2.757142
5.0,1,2.757556
5.0,1,2.757932
5.0,1,2.758298
5.0,1,2.760571
5.0,1,2.760962
10.0,1,2.761333
6.0,1,2.761723
5.0,1,2.763972
6.0,1,2.764393
10.0,1,2.764776
10.0,1,2.765144
10.0,1,2.767379
5.0,1,2.767774
7.0,1,2.768145
5.0,1,2.768545
5.0,1,2.770794
5.0,1,2.771188
6.0,1,2.771582
10.0,1,2.771954
5.0,1,2.774193
10.0,1,2.774608
6.0,1,2.774986
4.0,1,2.775377
-11.0,1,2.777445
5.0,1,2.77784
5.0,1,2.778222
4.0,1,2.77861
5.0,1,2.780854
5.0,1,2.781247
5.0,1,2.781643
5.0,1,2.782011
6.0,1,2.784241
6.0,1,2.784666
3.0,1,2.784894
5.0,1,2.785252
5.0,1,2.787328
5.0,1,2.787746
6.0,1,2.788137
5.0,1,2.788575
6.0,1,2.790817
5.0,1,2.791212
10.0,1,2.791602
6.0,1,2.791971
6.0,1,2.7942
5.0,1,2.794626
4.0,1,2.795003
6.0,1,2.795391
6.0,1,2.797672
-10.0,1,2.797917
5.0,1,2.798279
5.0,1,2.798666
5.0,1,2.800893
5.0,1,2.801286
6.0,1,2.801695
6.0,1,2.802067
-10.0,1,2.804133
6.0,1,2.804548
5.0,1,2.804927
5.0,1,2.805296
6.0,1,2.807584
6.0,1,2.807978
5.0,1,2.808375
4.0,1,2.808774
6.0,1,2.811045
6.0,1,2.811281
5.0,1,2.811685
6.0,1,2.812057
5.0,1,2.814321
5.0,1,2.814738
1.0,1,2.814958
5.0,1,2.81532
10.0,1,2.817428
10.0,1,2.817827
5.0,1,2.818204
4.0,1,2.818593
5.0,1,2.820831
5.0,1,2.821226
5.0,1,2.821633
10.0,1,2.822004
5.0,1,2.824305
5.0,1,2.824718
1.0,1,2.824939
10.0,1,2.825298
5.0,1,2.827593
10.0,1,2.828006
5.0,1,2.828402
10.0,1,2.828784
10.0,1,2.831023
5.0,1,2.831446
6.0,1,2.831829
10.0,1,2.832201
5.0,1,2.834434
5.0,1,2.834823
6.0,1,2.83519
6.0,1,2.835589
10.0,1,2.837805
6.0,1,2.838196
6.0,1,2.838588
5.0,1,2.838971
5.0,1,2.841217
5.0,1,2.84164
10.0,1,2.842015
5.0,1,2.842227
5.0,1,2.844452
6.0,1,2.844842
6.0,1,2.845211
10.0,1,2.84561
5.0,1,2.847839
5.0,1,2.848232
5.0,1,2.848625
5.0,1,2.849002
10.0,1,2.851229
4.0,1,2.851654
6.0,1,2.852029
10.0,1,2.852414
5.0,1,2.854653
10.0,1,2.855057
5.0,1,2.855468
5.0,1,2.855839
10.0,1,2.858076
4.0,1,2.858486
5.0,1,2.858863
5.0,1,2.859231
5.0,1,2.861493
10.0,1,2.861888
5.0,1,2.862258
10.0,1,2.862647
-10.0,1,2.864714
4.0,1,2.865107
5.0,1,2.865497
5.0,1,2.865868
5.0,1,2.868091
6.0,1,2.868502
5.0,1,2.868886
5.0,1,2.869246
5.0,1,2.871507
6.0,1,2.871902
4.0,1,2.872272
10.0,1,2.872663
5.0,1,2.874861
10.0,1,2.87525
5.0,1,2.875654
6.0,1,2.876023
5.0,1,2.878236
10.0,1,2.878651
5.0,1,2.879038
5.0,1,2.879458
10.0,1,2.881694
5.0,1,2.882087
10.0,1,2.882478
5.0,1,2.882853
6.0,1,2.885075
1.0,1,2.88531
5.0,1,2.885696
5.0,1,2.886069
6.0,1,2.888298
10.0,1,2.888738
10.0,1,2.889138
4.0,1,2.88954
10.0,1,2.891788
5.0,1,2.892183
5.0,1,2.892589
-10.0,1,2.892808
6.0,1,2.895045
6.0,1,2.895452
5.0,1,2.895838
5.0,1,2.896213
5.0,1,2.898462
5.0,1,2.898866
6.0,1,2.899234
5.0,1,2.899629
5.0,1,2.901913
5.0,1,2.902306
5.0,1,2.902698
5.0,1,2.903073
5.0,1,2.905308
5.0,1,2.905721
5.0,1,2.906097
10.0,1,2.906483
5.0,1,2.908728
4.0,1,2.908973
5.0,1,2.909356
4.0,1,2.909728
10.0,1,2.911961
5.0,1,2.912381
10.0,1,2.912763
6.0,1,2.913127
10.0,1,2.915363
10.0,1,2.915755
4.0,1,2.916123
5.0,1,2.916521
4.0,1,2.918742
5.0,1,2.919145
6.0,1,2.91956
5.0,1,2.91993
5.0,1,2.922168
6.0,1,2.92258
5.0,1,2.922959
5.0,1,2.923323
4.0,1,2.925566
6.0,1,2.925958
6.0,1,2.92636
10.0,1,2.926732
4.0,1,2.928983
5.0,1,2.929399
4.0,1,2.929778
5.0,1,2.930142
10.0,1,2.932394
5.0,1,2.932792
5.0,1,2.933164
5.0,1,2.933553
5.0,1,2.935789
4.0,1,2.936182
10.0,1,2.936585
10.0,1,2.936957
5.0,1,2.939256
6.0,1,2.939673
6.0,1,2.940048
5.0,1,2.94045
5.0,1,2.942687
5.0,1,2.943078
5.0,1,2.943468
5.0,1,2.943836
5.0,1,2.946058
10.0,1,2.946478
5.0,1,2.946853
5.0,1,2.947217
5.0,1,2.949467
5.0,1,2.949858
5.0,1,2.950227
6.0,1,2.950624
5.0,1,2.953273
6.0,1,2.953689
6.0,1,2.954067
5.0,1,2.95446
6.0,1,2.956703
5.0,1,2.957093
6.0,1,2.957482
6.0,1,2.957852
5.0,1,2.960076
5.0,1,2.960502
5.0,1,2.960879
10.0,1,2.96124
6.0,1,2.963491
6.0,1,2.963885
4.0,1,2.964105
5.0,1,2.964502
5.0,1,2.96674
5.0,1,2.967134
5.0,1,2.967524
10.0,1,2.967894
5.0,1,2.970104
10.0,1,2.970536
5.0,1,2.970915
10.0,1,2.97128
6.0,1,2.973528
5.0,1,2.973922
6.0,1,2.974295
5.0,1,2.974698
5.0,1,2.976942
6.0,1,2.977333
5.0,1,2.977731
5.0,1,2.978098
5.0,1,2.980358
5.0,1,2.980765
6.0,1,2.981139
5.0,1,2.981526
4.0,1,2.98377
10.0,1,2.984163
5.0,1,2.984563
5.0,1,2.984933
6.0,1,2.987139
1.0,1,2.987394
5.0,1,2.987766
5.0,1,2.988145
5.0,1,2.990465
10.0,1,2.990866
5.0,1,2.991237
7.0,1,2.991628
5.0,1,2.993874
10.0,1,2.994264
10.0,1,2.994675
5.0,1,2.995045
6.0,1,2.997274
5.0,1,2.997691
5.0,1,2.99808
5.0,1,2.998506
5.0,1,3.000801
5.0,1,3.001199
6.0,1,3.001592
2.0,1,3.00181
5.0,1,3.004081
5.0,1,3.004501
10.0,1,3.004882
6.0,1,3.005248
5.0,1,3.007531
5.0,1,3.007923
4.0,1,3.008293
6.0,1,3.008689
5.0,1,3.010979
5.0,1,3.011391
5.0,1,3.011771
6.0,1,3.012137
5.0,1,3.014461
6.0,1,3.014855
5.0,1,3.015223
6.0,1,3.015608
5.0,1,3.017849
10.0,1,3.018243
5.0,1,3.018649
10.0,1,3.019018
5.0,1,3.02126
6.0,1,3.021674
5.0,1,3.022051
10.0,1,3.022451
10.0,1,3.024718
5.0,1,3.024955
5.0,1,3.025318
6.0,1,3.025709
10.0,1,3.027979
5.0,1,3.028398
6.0,1,3.028782
5.0,1,3.02915
10.0,1,3.031424
5.0,1,3.031818
5.0,1,3.032189
5.0,1,3.032587
5.0,1,3.034849
5.0,1,3.035251
6.0,1,3.035645
6.0,1,3.036013
5.0,1,3.038258
10.0,1,3.038686
5.0,1,3.039063
6.0,1,3.03945
10.0,1,3.041702
5.0,1,3.042096
10.0,1,3.042499
10.0,1,3.04293
5.0,1,3.045217
10.0,1,3.045475
4.0,1,3.045848
6.0,1,3.046216
5.0,1,3.048511
5.0,1,3.048904
4.0,1,3.049276
-10.0,1,3.049512
10.0,1,3.05174
10.0,1,3.052132
10.0,1,3.052539
6.0,1,3.052939
10.0,1,3.055201
5.0,1,3.055614
5.0,1,3.055989
6.0,1,3.056374
-10.0,1,3.058476
10.0,1,3.058871
5.0,1,3.059243
5.0,1,3.059633
10.0,1,3.061917
6.0,1,3.062309
5.0,1,3.062713
6.0,1,3.063083
6.0,1,3.065323
5.0,1,3.065735
5.0,1,3.066106
5.0,1,3.066498
10.0,1,3.068748
4.0,1,3.069141
6.0,1,3.069546
6.0,1,3.069915
5.0,1,3.072166
5.0,1,3.072579
5.0,1,3.072954
6.0,1,3.073317
5.0,1,3.075578
5.0,1,3.07598
5.0,1,3.076388
5.0,1,3.07676
10.0,1,3.078997
5.0,1,3.079411
6.0,1,3.079631
5.0,1,3.079985
2.0,1,3.082052
6.0,1,3.082473
5.0,1,3.082852
5.0,1,3.083215
4.0,1,3.085452
5.0,1,3.085855
5.0,1,3.086226
6.0,1,3.086622
10.0,1,3.08886
10.0,1,3.08925
5.0,1,3.089644
5.0,1,3.090015
5.0,1,3.092257
10.0,1,3.092669
6.0,1,3.093042
10.0,1,3.093424
5.0,1,3.09568
6.0,1,3.096073
10.0,1,3.096462
5.0,1,3.096833
2.0,1,3.098911
5.0,1,3.099306
5.0,1,3.099709
10.0,1,3.100085
5.0,1,3.102311
6.0,1,3.102736
10.0,1,3.103112
10.0,1,3.103515
5.0,1,3.105769
10.0,1,3.106168
5.0,1,3.10657
5.0,1,3.106944
4.0,1,3.109205
5.0,1,3.10963
5.0,1,3.110007
6.0,1,3.110402
6.0,1,3.112647
5.0,1,3.113041
5.0,1,3.113433
6.0,1,3.113808
10.0,1,3.115916
5.0,1,3.116314
5.0,1,3.116705
10.0,1,3.117075
4.0,1,3.119295
4.0,1,3.119717
5.0,1,3.120096
5.0,1,3.12031
5.0,1,3.122552
6.0,1,3.122946
6.0,1,3.123319
6.0,1,3.123737
5.0,1,3.12599
6.0,1,3.126409
10.0,1,3.126791
5.0,1,3.127158
1.0,1,3.129261
6.0,1,3.129687
6.0,1,3.130068
5.0,1,3.130458
6.0,1,3.132688
5.0,1,3.133088
6.0,1,3.133486
5.0,1,3.133859
5.0,1,3.136091
10.0,1,3.136507
2.0,1,3.136728
5.0,1,3.137085
5.0,1,3.139329
6.0,1,3.13975
10.0,1,3.14012
10.0,1,3.140508
4.0,1,3.142735
5.0,1,3.143124
4.0,1,3.143525
6.0,1,3.143894
5.0,1,3.146117
10.0,1,3.146533
2.0,1,3.146753
5.0,1,3.14711
10.0,1,3.149363
6.0,1,3.149774
5.0,1,3.150146
5.0,1,3.150536
10.0,1,3.152805
10.0,1,3.153199
5.0,1,3.153603
4.0,1,3.153973
10.0,1,3.156213
2.0,1,3.156625
5.0,1,3.156999
6.0,1,3.157385
5.0,1,3.159649
6.0,1,3.16004
5.0,1,3.16043
10.0,1,3.160798
6.0,1,3.163029
10.0,1,3.163457
5.0,1,3.163842
5.0,1,3.164207
5.0,1,3.16645
10.0,1,3.166843
5.0,1,3.167214
10.0,1,3.167613
5.0,1,3.169855
5.0,1,3.170248
1.0,1,3.170652
5.0,1,3.171029
5.0,1,3.173272
5.0,1,3.173696
5.0,1,3.174065
5.0,1,3.174448
5.0,1,3.176738
7.0,1,3.177129
5.0,1,3.177538
5.0,1,3.177911
5.0,1,3.180028
6.0,1,3.180442
6.0,1,3.18082
5.0,1,3.181188
4.0,1,3.183455
3.0,1,3.183689
10.0,1,3.184053
5.0,1,3.184441
6.0,1,3.186728
5.0,1,3.187128
5.0,1,3.187532
5.0,1,3.187902
10.0,1,3.190127
10.0,1,3.190537
5.0,1,3.190912
2.0,1,3.191123
5.0,1,3.193599
6.0,1,3.194
6.0,1,3.194401
10.0,1,3.194782
5.0,1,3.197053
5.0,1,3.197483
5.0,1,3.197862
5.0,1,3.198228
5.0,1,3.200479
5.0,1,3.200873
5.0,1,3.201245
2.0,1,3.201491
6.0,1,3.203728
5.0,1,3.204121
5.0,1,3.204516
5.0,1,3.204895
4.0,1,3.207102
5.0,1,3.207534
1.0,1,3.207759
10.0,1,3.208132
4.0,1,3.210369
6.0,1,3.210775
6.0,1,3.211148
10.0,1,3.211545
6.0,1,3.213812
6.0,1,3.214209
10.0,1,3.214603
4.0,1,3.214977
10.0,1,3.217205
10.0,1,3.217631
5.0,1,3.21802
5.0,1,3.218411
4.0,1,3.220659
5.0,1,3.221063
6.0,1,3.221461
6.0,1,3.221836
10.0,1,3.224062
6.0,1,3.224481
6.0,1,3.224857
5.0,1,3.225221
4.0,1,3.227488
10.0,1,3.227881
6.0,1,3.228254
10.0,1,3.228643
5.0,1,3.230873
10.0,1,3.231269
4.0,1,3.231664
-10.0,1,3.231883
5.0,1,3.234122
2.0,1,3.234373
5.0,1,3.234746
4.0,1,3.235113
5.0,1,3.237368
10.0,1,3.237765
5.0,1,3.238135
4.0,1,3.238523
6.0,1,3.240754
6.0,1,3.241145
5.0,1,3.241547
5.0,1,3.241925
10.0,1,3.244126
10.0,1,3.244539
10.0,1,3.244913
5.0,1,3.245279
5.0,1,3.24757
5.0,1,3.24796
4.0,1,3.248327
5.0,1,3.248725
4.0,1,3.250856
4.0,1,3.251251
5.0,1,3.251655
5.0,1,3.252029
6.0,1,3.254243
5.0,1,3.254659
5.0,1,3.255037
5.0,1,3.255438
10.0,1,3.257742
6.0,1,3.258133
5.0,1,3.258525
5.0,1,3.258903
10.0,1,3.261145
5.0,1,3.261568
5.0,1,3.261943
6.0,1,3.262306
5.0,1,3.264584
-10.0,1,3.264836
6.0,1,3.265199
0.0,1,3.26544
5.0,1,3.267695
6.0,1,3.268092
5.0,1,3.268485
5.0,1,3.268867
5.0,1,3.271111
5.0,1,3.271536
5.0,1,3.271912
5.0,1,3.272291
5.0,1,3.274574
6.0,1,3.274966
5.0,1,3.275353
10.0,1,3.275737
5.0,1,3.277987
5.0,1,3.278403
10.0,1,3.27878
5.0,1,3.279152
6.0,1,3.281471
5.0,1,3.281862
10.0,1,3.282228
6.0,1,3.282618
6.0,1,3.284853
5.0,1,3.285252
5.0,1,3.285645
5.0,1,3.286017
4.0,1,3.288305
6.0,1,3.288732
10.0,1,3.289109
5.0,1,3.28951
5.0,1,3.2918
6.0,1,3.292192
5.0,1,3.292585
10.0,1,3.292958
5.0,1,3.295353
4.0,1,3.295765
5.0,1,3.296138
5.0,1,3.296546
5.0,1,3.298857
5.0,1,3.29925
10.0,1,3.299662
5.0,1,3.300035
10.0,1,3.30228
10.0,1,3.302693
5.0,1,3.303071
5.0,1,3.303465
4.0,1,3.305728
5.0,1,3.306121
10.0,1,3.306515
7.0,1,3.306927
6.0,1,3.309258
6.0,1,3.309671
10.0,1,3.310047
10.0,1,3.310431
5.0,1,3.31271
10.0,1,3.313108
5.0,1,3.313498
4.0,1,3.313869
5.0,1,3.316087
5.0,1,3.316498
5.0,1,3.316873
5.0,1,3.317235
5.0,1,3.319477
6.0,1,3.319882
5.0,1,3.320265
6.0,1,3.320656
5.0,1,3.322866
5.0,1,3.323261
10.0,1,3.323667
6.0,1,3.324095
5.0,1,3.326319
10.0,1,3.326731
5.0,1,3.327105
5.0,1,3.327497
5.0,1,3.329816
4.0,1,3.330208
6.0,1,3.330616
1.0,1,3.330842
4.0,1,3.333057
5.0,1,3.333477
10.0,1,3.333855
4.0,1,3.334222
5.0,1,3.336487
10.0,1,3.336878
5.0,1,3.337248
5.0,1,3.337646
6.0,1,3.339861
6.0,1,3.340253
6.0,1,3.340491
6.0,1,3.340858
6.0,1,3.343069
5.0,1,3.343503
6.0,1,3.343894
6.0,1,3.344261
10.0,1,3.346518
5.0,1,3.34691
10.0,1,3.347278
10.0,1,3.347677
5.0,1,3.349907
6.0,1,3.350299
10.0,1,3.350693
10.0,1,3.35108
10.0,1,3.353312
6.0,1,3.353733
6.0,1,3.354108
5.0,1,3.354501
5.0,1,3.35672
4.0,1,3.356959
10.0,1,3.357325
5.0,1,3.357728
6.0,1,3.359992
10.0,1,3.360408
5.0,1,3.360801
5.0,1,3.36117
5.0,1,3.363428
10.0,1,3.363823
6.0,1,3.364196
5.0,1,3.364581
6.0,1,3.366818
10.0,1,3.367213
4.0,1,3.367631
6.0,1,3.368002
10.0,1,3.370255
5.0,1,3.370666
6.0,1,3.371049
5.0,1,3.371438
4.0,1,3.373675
10.0,1,3.374066
5.0,1,3.374455
10.0,1,3.374853
5.0,1,3.377068
5.0,1,3.377489
5.0,1,3.377868
10.0,1,3.378232
5.0,1,3.380487
5.0,1,3.380886
5.0,1,3.381271
4.0,1,3.381685
5.0,1,3.383939
5.0,1,3.384331
4.0,1,3.384728
5.0,1,3.385092
4.0,1,3.387308
5.0,1,3.38772
5.0,1,3.388091
5.0,1,3.388474
5.0,1,3.390704
1.0,1,3.390952
5.0,1,3.391326
4.0,1,3.391727
6.0,1,3.39399
5.0,1,3.394407
4.0,1,3.394667
10.0,1,3.39503
6.0,1,3.397278
10.0,1,3.397702
6.0,1,3.398077
5.0,1,3.398461
5.0,1,3.400712
5.0,1,3.401121
1.0,1,3.401362
5.0,1,3.401771
5.0,1,3.404019
6.0,1,3.404437
5.0,1,3.404817
6.0,1,3.405186
6.0,1,3.407472
10.0,1,3.407863
5.0,1,3.408234
6.0,1,3.408618
5.0,1,3.410852
5.0,1,3.411247
6.0,1,3.411642
6.0,1,3.412012
6.0,1,3.414245
6.0,1,3.414663
10.0,1,3.415041
5.0,1,3.415437
10.0,1,3.417688
5.0,1,3.418082
6.0,1,3.418473
5.0,1,3.418841
5.0,1,3.420928
5.0,1,3.421331
10.0,1,3.421739
5.0,1,3.422128
5.0,1,3.424363
4.0,1,3.424759
4.0,1,3.424978
10.0,1,3.425357
5.0,1,3.427593
10.0,1,3.427984
6.0,1,3.428382
6.0,1,3.428753
5.0,1,3.431017
10.0,1,3.431442
6.0,1,3.431822
5.0,1,3.432191
1.0,1,3.434264
5.0,1,3.434679
4.0,1,3.435054
6.0,1,3.435451
5.0,1,3.437726
5.0,1,3.438131
10.0,1,3.438523
5.0,1,3.438893
5.0,1,3.441127
5.0,1,3.441553
5.0,1,3.441929
5.0,1,3.442291
5.0,1,3.444549
6.0,1,3.444943
10.0,1,3.445316
6.0,1,3.445715
5.0,1,3.447979
5.0,1,3.448397
6.0,1,3.448773
6.0,1,3.449141
-10.0,1,3.451314
5.0,1,3.451741
5.0,1,3.452117
4.0,1,3.452329
5.0,1,3.454618
5.0,1,3.455009
5.0,1,3.455411
10.0,1,3.455791
6.0,1,3.458046
6.0,1,3.458468
10.0,1,3.458843
5.0,1,3.459206
5.0,1,3.461505
5.0,1,3.461905
4.0,1,3.462285
5.0,1,3.462674
5.0,1,3.464932
5.0,1,3.465321
6.0,1,3.465722
5.0,1,3.46609
5.0,1,3.468351
10.0,1,3.468742
5.0,1,3.469124
5.0,1,3.46952
6.0,1,3.471776
4.0,1,3.47201
5.0,1,3.472393
5.0,1,3.472773
10.0,1,3.475024
5.0,1,3.475449
5.0,1,3.475832
5.0,1,3.476202
4.0,1,3.478471
10.0,1,3.478863
5.0,1,3.479233
5.0,1,3.479632
10.0,1,3.481863
7.0,1,3.4821
4.0,1,3.48248
10.0,1,3.482854
5.0,1,3.485113
5.0,1,3.485539
10.0,1,3.485915
6.0,1,3.48629
10.0,1,3.488553
6.0,1,3.488943
6.0,1,3.489314
10.0,1,3.489714
6.0,1,3.491978
5.0,1,3.492441
6.0,1,3.492822
5.0,1,3.493187
5.0,1,3.495765
5.0,1,3.496166
5.0,1,3.496574
5.0,1,3.496955
6.0,1,3.499229
6.0,1,3.499656
10.0,1,3.500036
5.0,1,3.500436
10.0,1,3.502684
10.0,1,3.503081
5.0,1,3.503504
5.0,1,3.503881
5.0,1,3.506109
6.0,1,3.506525
5.0,1,3.506899
10.0,1,3.507263
5.0,1,3.509529
6.0,1,3.509924
1.0,1,3.510142
10.0,1,3.510522
5.0,1,3.512737
5.0,1,3.513136
6.0,1,3.513538
6.0,1,3.513908
10.0,1,3.516116
5.0,1,3.51653
6.0,1,3.516909
6.0,1,3.517276
5.0,1,3.51969
6.0,1,3.520085
5.0,1,3.520478
5.0,1,3.520849
5.0,1,3.523083
5.0,1,3.523506
10.0,1,3.523886
5.0,1,3.524102
5.0,1,3.526307
5.0,1,3.526719
6.0,1,3.527095
5.0,1,3.527495
4.0,1,3.529748
6.0,1,3.530144
6.0,1,3.530538
6.0,1,3.530907
5.0,1,3.533157
5.0,1,3.533634
1.0,1,3.533868
4.0,1,3.534076
3.0,1,3.536129
10.0,1,3.536544
4.0,1,3.536923
10.0,1,3.537292
6.0,1,3.539563
5.0,1,3.53996
10.0,1,3.540352
5.0,1,3.540728
5.0,1,3.542982
5.0,1,3.543425
10.0,1,3.543811
6.0,1,3.544183
5.0,1,3.546275
6.0,1,3.546695
4.0,1,3.547075
5.0,1,3.547477
6.0,1,3.54974
10.0,1,3.550133
5.0,1,3.550529
5.0,1,3.550902
10.0,1,3.55312
5.0,1,3.553543
10.0,1,3.553921
6.0,1,3.554285
5.0,1,3.556541
5.0,1,3.556934
10.0,1,3.557307
6.0,1,3.557707
6.0,1,3.559955
5.0,1,3.560374
5.0,1,3.560757
6.0,1,3.561123
6.0,1,3.563412
10.0,1,3.563804
5.0,1,3.564177
6.0,1,3.56458
6.0,1,3.566819
5.0,1,3.567217
5.0,1,3.567611
10.0,1,3.56798
5.0,1,3.570053
5.0,1,3.570477
5.0,1,3.570853
5.0,1,3.57122
10.0,1,3.573467
5.0,1,3.57386
6.0,1,3.57423
1.0,1,3.574621
5.0,1,3.576825
5.0,1,3.577219
10.0,1,3.577622
6.0,1,3.577997
10.0,1,3.580248
5.0,1,3.580665
6.0,1,3.581042
6.0,1,3.581439
10.0,1,3.583673
5.0,1,3.584067
6.0,1,3.584463
5.0,1,3.584834
5.0,1,3.587065
5.0,1,3.587483
2.0,1,3.587706
6.0,1,3.588063
6.0,1,3.590292
5.0,1,3.590708
5.0,1,3.591085
4.0,1,3.591482
6.0,1,3.59372
6.0,1,3.594113
5.0,1,3.594354
10.0,1,3.594727
5.0,1,3.597045
10.0,1,3.597473
10.0,1,3.597912
5.0,1,3.598413
10.0,1,3.610443
5.0,1,3.610872
5.0,1,3.611436
5.0,1,3.611961
6.0,1,3.617502
5.0,1,3.618035
5.0,1,3.621566
